"","Datum","mTemp","mWind","mRegen","mSonne","Oil","month_sin","month_cos","day_of_week_sin","day_of_week_cos","mEURmwh"
"1752",2023-04-10,9.23975903614458,4.08674698795181,3.23674698795181,9.13795180722892,86.56,0.866025403784439,-0.5,0.78183148246803,0.623489801858734,41.0875
"1753",2023-04-10,9.23975903614458,4.08674698795181,3.23674698795181,9.13795180722892,86.56,0.866025403784439,-0.5,0.78183148246803,0.623489801858734,41.78625
"1754",2023-04-11,7.68121212121212,4.90181818181818,3.65333333333333,4.02181818181818,87.32,0.866025403784439,-0.5,0.974927912181824,-0.222520933956314,58.8302083333333
"1755",2023-04-11,7.68121212121212,4.90181818181818,3.65333333333333,4.02181818181818,87.32,0.866025403784439,-0.5,0.974927912181824,-0.222520933956314,60.0020833333333
"1756",2023-04-12,7.04320987654321,4.40864197530864,7.08086419753086,2.55061728395062,88.31,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,107.8284375
"1757",2023-04-12,7.04320987654321,4.40864197530864,7.08086419753086,2.55061728395062,88.31,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,107.6925
"1758",2023-04-13,6.69333333333333,4.00666666666667,1.93939393939394,3.12060606060606,86.51,0.866025403784439,-0.5,-0.433883739117558,-0.900968867902419,108.0515625
"1759",2023-04-13,6.69333333333333,4.00666666666667,1.93939393939394,3.12060606060606,86.51,0.866025403784439,-0.5,-0.433883739117558,-0.900968867902419,108.41375
"1760",2023-04-14,6.42848484848485,2.75030303030303,5.10484848484848,4.48,87.31,0.866025403784439,-0.5,-0.974927912181824,-0.222520933956315,128.9253125
"1761",2023-04-14,6.42848484848485,2.75030303030303,5.10484848484848,4.48,87.31,0.866025403784439,-0.5,-0.974927912181824,-0.222520933956315,128.795833333333
"1762",2023-04-15,6.82289156626506,3.64879518072289,6.02710843373494,1.43313253012048,87.31,0.866025403784439,-0.5,-0.78183148246803,0.623489801858733,106.807395833333
"1763",2023-04-15,6.82289156626506,3.64879518072289,6.02710843373494,1.43313253012048,87.31,0.866025403784439,-0.5,-0.78183148246803,0.623489801858733,106.797083333333
"1764",2023-04-16,7.55,3.21807228915663,3.46325301204819,0.73855421686747,87.31,0.866025403784439,-0.5,-2.44921270764475e-16,1,110.0365625
"1765",2023-04-16,7.55,3.21807228915663,3.46325301204819,0.73855421686747,87.31,0.866025403784439,-0.5,-2.44921270764475e-16,1,110.099583333333
"1766",2023-04-17,7.7355421686747,3.48614457831325,0.842168674698795,3.76626506024096,85.63,0.866025403784439,-0.5,0.78183148246803,0.623489801858734,124.404479166667
"1767",2023-04-17,7.7355421686747,3.48614457831325,0.842168674698795,3.76626506024096,85.63,0.866025403784439,-0.5,0.78183148246803,0.623489801858734,124.235833333333
"1768",2023-04-18,7.75120481927711,4.55421686746988,0.0975903614457831,3.18192771084337,85.48,0.866025403784439,-0.5,0.974927912181824,-0.222520933956314,108.32125
"1769",2023-04-18,7.75120481927711,4.55421686746988,0.0975903614457831,3.18192771084337,85.48,0.866025403784439,-0.5,0.974927912181824,-0.222520933956314,108.225416666667
"1770",2023-04-19,7.32455089820359,4.73293413173653,2.31616766467066,6.62395209580838,85.34,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,87.498125
"1771",2023-04-19,7.32455089820359,4.73293413173653,2.31616766467066,6.62395209580838,85.34,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,87.5158333333333
"1772",2023-04-20,6.25060240963855,4.10301204819277,1.73072289156627,2.6210843373494,83.29,0.866025403784439,-0.5,-0.433883739117558,-0.900968867902419,111.658854166667
"1773",2023-04-20,6.25060240963855,4.10301204819277,1.73072289156627,2.6210843373494,83.29,0.866025403784439,-0.5,-0.433883739117558,-0.900968867902419,111.70625
"1774",2023-04-21,11.2243902439024,4.1359756097561,0.272560975609756,10.1871951219512,83.36,0.866025403784439,-0.5,-0.974927912181824,-0.222520933956315,89.5494791666667
"1775",2023-04-21,11.2243902439024,4.1359756097561,0.272560975609756,10.1871951219512,83.36,0.866025403784439,-0.5,-0.974927912181824,-0.222520933956315,89.475
"1776",2023-04-22,13.7793939393939,3.5369696969697,1.64969696969697,9.35393939393939,83.36,0.866025403784439,-0.5,-0.78183148246803,0.623489801858733,84.445
"1777",2023-04-22,13.7793939393939,3.5369696969697,1.64969696969697,9.35393939393939,83.36,0.866025403784439,-0.5,-0.78183148246803,0.623489801858733,84.4670833333333
"1778",2023-04-23,12.2515151515152,3.49636363636364,4.35939393939394,4.58848484848485,83.36,0.866025403784439,-0.5,-2.44921270764475e-16,1,85.713125
"1779",2023-04-23,12.2515151515152,3.49636363636364,4.35939393939394,4.58848484848485,83.36,0.866025403784439,-0.5,-2.44921270764475e-16,1,85.8008333333333
"1780",2023-04-24,9.27878787878788,5.19636363636364,2.9169696969697,2.66060606060606,84.23,0.866025403784439,-0.5,0.78183148246803,0.623489801858734,104.6903125
"1781",2023-04-24,9.27878787878788,5.19636363636364,2.9169696969697,2.66060606060606,84.23,0.866025403784439,-0.5,0.78183148246803,0.623489801858734,104.603333333333
"1782",2023-04-25,6.11575757575758,4.54848484848485,1.84363636363636,2.7030303030303,82.13,0.866025403784439,-0.5,0.974927912181824,-0.222520933956314,100.996145833333
"1783",2023-04-25,6.11575757575758,4.54848484848485,1.84363636363636,2.7030303030303,82.13,0.866025403784439,-0.5,0.974927912181824,-0.222520933956314,100.99625
"1784",2023-04-26,5.48666666666667,3.47575757575758,0.16969696969697,6.50484848484848,79.19,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,110.517604166667
